quarter,price_revenue,product_category_name,price_sales
2018Q2,2858289.74,market_place,28378.47
2018Q2,2858289.74,construcao_ferramentas_jardim,25715.89
2018Q2,2858289.74,artes,24202.64
2018Q2,2858289.74,fashion_calcados,23562.77
2018Q2,2858289.74,bebidas,22428.7
2018Q2,2858289.74,sinalizacao_e_seguranca,21509.23
2018Q2,2858289.74,moveis_quarto,20028.78
2018Q2,2858289.74,livros_tecnicos,19096.06
2018Q2,2858289.74,construcao_ferramentas_ferramentas,15903.95
2018Q2,2858289.74,alimentos_bebidas,15179.48
2018Q2,2858289.74,fashion_roupa_masculina,10797.82
2018Q2,2858289.74,fashion_underwear_e_moda_praia,9541.55
2018Q2,2858289.74,artigos_de_natal,8800.82
2018Q2,2858289.74,tablets_impressao_imagem,7528.41
2018Q2,2858289.74,cine_foto,6933.46
2018Q2,2858289.74,musica,6034.35
2018Q2,2858289.74,dvds_blu_ray,5999.39
2018Q2,2858289.74,livros_importados,4639.85
2018Q2,2858289.74,artigos_de_festas,4485.18
2018Q2,2858289.74,moveis_colchao_e_estofado,4368.08
2018Q2,2858289.74,portateis_cozinha_e_preparadores_de_alimentos,3968.5299999999997
2018Q2,2858289.74,fashion_roupa_feminina,2803.64
2018Q2,2858289.74,fashion_esporte,2119.51
2018Q2,2858289.74,la_cuisine,2054.99
2018Q2,2858289.74,artes_e_artesanato,1814.01
2018Q2,2858289.74,fraldas_higiene,1567.59
2018Q2,2858289.74,pc_gamer,1545.95
2018Q2,2858289.74,flores,1110.04
2018Q2,2858289.74,casa_conforto_2,760.27
2018Q2,2858289.74,cds_dvds_musicais,730.0
2018Q2,2858289.74,fashion_roupa_infanto_juvenil,569.85
2018Q2,2858289.74,seguros_e_servicos,283.28999999999996
2018Q3,1750338.55,beleza_saude,1258681.34
2018Q3,1750338.55,relogios_presentes,1205005.68
2018Q3,1750338.55,cama_mesa_banho,1036988.68
2018Q3,1750338.55,esporte_lazer,988048.97
2018Q3,1750338.55,informatica_acessorios,911954.32
2018Q3,1750338.55,moveis_decoracao,729762.49
2018Q3,1750338.55,cool_stuff,635290.85
2018Q3,1750338.55,utilidades_domesticas,632248.66
2018Q3,1750338.55,automotivo,592720.11
2018Q3,1750338.55,ferramentas_jardim,485256.46
2018Q3,1750338.55,brinquedos,483946.6
2018Q3,1750338.55,bebes,411764.89
2018Q3,1750338.55,perfumaria,399124.87
2018Q3,1750338.55,telefonia,323667.52999999997
2018Q3,1750338.55,moveis_escritorio,273960.7
2018Q3,1750338.55,papelaria,230943.23
2018Q3,1750338.55,pcs,222963.13
2018Q3,1750338.55,pet_shop,214315.41
2018Q3,1750338.55,instrumentos_musicais,191498.88
2018Q3,1750338.55,eletroportateis,190648.58
2018Q3,1750338.55,Unknown,179535.28
2018Q3,1750338.55,eletronicos,160246.74
2018Q3,1750338.55,consoles_games,157465.22
2018Q3,1750338.55,fashion_bolsas_e_acessorios,152823.54
2018Q3,1750338.55,construcao_ferramentas_construcao,144677.59
2018Q3,1750338.55,malas_acessorios,140429.98
2018Q3,1750338.55,eletrodomesticos_2,113317.74
2018Q3,1750338.55,casa_construcao,83088.12
2018Q3,1750338.55,eletrodomesticos,80171.53
2018Q3,1750338.55,agro_industria_e_comercio,72530.47
2018Q3,1750338.55,moveis_sala,68916.56
2018Q3,1750338.55,telefonia_fixa,59583.0
2018Q3,1750338.55,casa_conforto,58572.04
2018Q3,1750338.55,climatizacao,55024.96
2018Q3,1750338.55,audio,50688.5
2018Q3,1750338.55,portateis_casa_forno_e_cafe,47445.71
2018Q3,1750338.55,livros_interesse_geral,46856.88
2018Q3,1750338.55,moveis_cozinha_area_de_servico_jantar_e_jardim,46328.37
2018Q3,1750338.55,construcao_ferramentas_iluminacao,41080.0
2018Q3,1750338.55,construcao_ferramentas_seguranca,40544.52
2018Q3,1750338.55,industria_comercio_e_negocios,39669.61
2018Q3,1750338.55,alimentos,29393.41
2018Q3,1750338.55,market_place,28378.47
2018Q3,1750338.55,construcao_ferramentas_jardim,25715.89
2018Q3,1750338.55,artes,24202.64
2018Q3,1750338.55,fashion_calcados,23562.77
2018Q3,1750338.55,bebidas,22428.7
2018Q3,1750338.55,sinalizacao_e_seguranca,21509.23
2018Q3,1750338.55,moveis_quarto,20028.78
2018Q3,1750338.55,livros_tecnicos,19096.06
2018Q3,1750338.55,construcao_ferramentas_ferramentas,15903.95
2018Q3,1750338.55,alimentos_bebidas,15179.48
2018Q3,1750338.55,fashion_roupa_masculina,10797.82
2018Q3,1750338.55,fashion_underwear_e_moda_praia,9541.55
2018Q3,1750338.55,artigos_de_natal,8800.82
2018Q3,1750338.55,tablets_impressao_imagem,7528.41
2018Q3,1750338.55,cine_foto,6933.46
2018Q3,1750338.55,musica,6034.35
2018Q3,1750338.55,dvds_blu_ray,5999.39
2018Q3,1750338.55,livros_importados,4639.85
2018Q3,1750338.55,artigos_de_festas,4485.18
2018Q3,1750338.55,moveis_colchao_e_estofado,4368.08
2018Q3,1750338.55,portateis_cozinha_e_preparadores_de_alimentos,3968.5299999999997
2018Q3,1750338.55,fashion_roupa_feminina,2803.64
2018Q3,1750338.55,fashion_esporte,2119.51
2018Q3,1750338.55,la_cuisine,2054.99
2018Q3,1750338.55,artes_e_artesanato,1814.01
2018Q3,1750338.55,fraldas_higiene,1567.59
2018Q3,1750338.55,pc_gamer,1545.95
2018Q3,1750338.55,flores,1110.04
2018Q3,1750338.55,casa_conforto_2,760.27
2018Q3,1750338.55,cds_dvds_musicais,730.0
2018Q3,1750338.55,fashion_roupa_infanto_juvenil,569.85
2018Q3,1750338.55,seguros_e_servicos,283.28999999999996
